SKU,CATEGORY,Producer_Name,Product_Name,Vintage,Volume_Amount,Volume_Unit,Pack_Size,Sleeve_Size,Container,FOB,FOB_SS,FOB_CD,FOB_XC,Country,Region/State,Appelation,Grapes,ABV,Keg Coupler,UPC/EAN,COLA,Weight,Cases_Per_Layer,Cases_Per_Pallet,Notes,Status,Score
DE-DHF-03-23M,,Donnhoff,"Tonschiefer Riesling Trocken, Donnhoff",2023,1500,ml,3,,,130.5,,,,Germany,,,,,,4260031855628,,,,,,,
DE-DHF-04-24,,Donnhoff,"Westhofener Riesling Trocken, Donnhoff",2024,750,ml,12,,,288.5,,,,Germany,,,,,,4260031854355,,,,,,,
DE-DHF-05-22M,,Donnhoff,"Kreuznacher Kahlenberg Riesling Trocken, Donnhoff",2022,1500,ml,3,,,168.5,,,,Germany,,,,,,4260031859817,,,,,,,
DE-DHF-05-23,,Donnhoff,"Kreuznacher Kahlenberg Riesling Trocken, Donnhoff",2023,750,ml,12,,,268.5,,,,Germany,,,,,,4260031856489,,,,,,,
DE-DHF-05-23M,,Donnhoff,"Kreuznacher Kahlenberg Riesling Trocken, Donnhoff",2023,1500,ml,3,,,164.5,,,,Germany,,,,,,4260031859817,,,,,,,
DE-DHF-05-24,,Donnhoff,"Kreuznacher Kahlenberg Riesling Trocken, Donnhoff",2024,750,ml,12,,,288.5,,,,Germany,,,,,,4260031856489,,,,,,,
DE-DHF-06-22M,,Donnhoff,"Roxheimer Hollenpfad Riesling Trocken, Donnhoff",2022,1500,ml,3,,,178.5,,,,Germany,,,,,,4260031859800,,,,,,,
DE-DHF-06-23,,Donnhoff,"Roxheimer Hollenpfad Riesling Trocken, Donnhoff",2023,750,ml,12,,,282.5,,,,Germany,,,,,,4260031856434,,,,,,,
DE-DHF-06-23M,,Donnhoff,"Roxheimer Hollenpfad Riesling Trocken, Donnhoff",2023,1500,ml,3,,,174.5,,,,Germany,,,,,,4260031859800,,,,,,,
DE-DHF-06-24,,Donnhoff,"Roxheimer Hollenpfad Riesling Trocken, Donnhoff",2024,750,ml,12,,,312.5,,,,Germany,,,,,,4260031856434,,,,,,,
DE-DHF-07-23,,Donnhoff,"Niederhauser Riesling Trocken, Donnhoff",2023,750,ml,12,,,252.5,,,,Germany,,,,,,4260031853259,,,,,,,
DE-DHF-08-23,,Donnhoff,"Schlossbockelheimer Riesling Trocken, Donnhoff",2023,750,ml,12,,,252.5,,,,Germany,,,,,,4260031853242,,,,,,,
DE-DHF-08-24,,Donnhoff,"Schlossbockelheimer Riesling Trocken, Donnhoff",2024,750,ml,12,,,288.5,,,,Germany,,,,,,4260031854249,,,,,,,
DE-DHF-09-24,,Donnhoff,"Wachenheimer Riesling Trocken, Donnhoff",2024,750,ml,12,,,288.5,,,,Germany,,,,,,4260031854362,,,,,,,
DE-DHF-10-22,,Donnhoff,"Felsenberg Riesling Grosses Gewachs [Felsenturmchen], Donnhoff",2022,750,ml,6,,,264.5,,,,Germany,,,,,,4260031859527,,,,,,,
DE-DHF-10-23,,Donnhoff,"Felsenberg Riesling Grosses Gewachs [Felsenturmchen], Donnhoff",2023,750,ml,6,,,268.5,,,,Germany,,,,,,4260031859527,,,,,,,
DE-DHF-11-23,,Donnhoff,"Hollenpfad im Muhlenberg Riesling Grosses Gewachs, Donnhoff",2023,750,ml,6,,,268.5,,,,Germany,,,,,,4260031859640,,,,,,,
DE-DHF-11-23J,,Donnhoff,"Hollenpfad im Muhlenberg Riesling Grosses Gewachs, Donnhoff",2023,3000,ml,1,,,214.50000000000003,,,,Germany,,,,,,4260031851811,,,,,,,
DE-DHF-11-23M,,Donnhoff,"Hollenpfad im Muhlenberg Riesling Grosses Gewachs, Donnhoff",2023,1500,ml,3,,,288.5,,,,Germany,,,,,,4260031859657,,,,,,,
DE-DHF-11-24,,Donnhoff,"Hollenpfad im Muhlenberg Riesling Grosses Gewachs, Donnhoff",2024,750,ml,6,,,272.5,,,,Germany,,,,,,4260031859640,,,,,,,
DE-DHF-15-23M,,Donnhoff,"Krotenpfuhl Riesling Grosses Gewachs, Donnhoff",2023,1500,ml,3,,,226.50000000000003,,,,Germany,,,,,,4260031859381,,,,,,,
DE-DHF-15-24,,Donnhoff,"Krotenpfuhl Riesling Grosses Gewachs, Donnhoff",2024,750,ml,6,,,218.50000000000003,,,,Germany,,,,,,4260031859398,,,,,,,
DE-DHF-17-24,,Donnhoff,"Dellchen Riesling Grosses Gewachs, Donnhoff",2024,750,ml,6,,,316.5,,,,Germany,,,,,,4260031859626,,,,,,,
DE-DHF-19-18A,,Donnhoff,"Hermannshohle Riesling -R-, Donnhoff",2018,750,ml,6,,,286.5,,,,Germany,,,,,,4260031853976,,,,,,,
DE-DHF-19-23J,,Donnhoff,"Hermannshohle Riesling Grosses Gewachs, Donnhoff",2023,3000,ml,1,,,234.50000000000003,,,,Germany,,,,,,4260031851750,,,,,,,
DE-DHF-19-23U,,Donnhoff,"Hermannshohle Riesling Grosses Gewachs, Donnhoff",2023,6000,ml,1,,,606.5,,,,Germany,,,,,,4260031851828,,,,,,,
DE-DHF-19-24,,Donnhoff,"Hermannshohle Riesling Grosses Gewachs, Donnhoff",2024,750,ml,6,,,330.5,,,,Germany,,,,,,4260031859695,,,,,,,
DE-DHF-20-22M,,Donnhoff,"Estate Riesling, Donnhoff",2022,1500,ml,3,,,108.5,,,,Germany,,,,,,4260031855314,,,,,,,
DE-DHF-20-23M,,Donnhoff,"Estate Riesling, Donnhoff",2023,1500,ml,3,,,110.5,,,,Germany,,,,,,4260031855314,,,,,,,
DE-DHF-20-24,,Donnhoff,"Estate Riesling, Donnhoff",2024,750,ml,12,,,160.5,,,,Germany,,,,,,4260031855314,,,,,,,
DE-DHF-30-22M,,Donnhoff,"Oberhauser Leistenberg Riesling Kabinett, Donnhoff",2022,1500,ml,3,,,126.5,,,,Germany,,,,,,4260031859442,,,,,,,
DE-DHF-30-23M,,Donnhoff,"Oberhauser Leistenberg Riesling Kabinett, Donnhoff",2023,1500,ml,3,,,128.5,,,,Germany,,,,,,4260031859442,,,,,,,
DE-DHF-30-24,,Donnhoff,"Oberhauser Leistenberg Riesling Kabinett, Donnhoff",2024,750,ml,12,,,196.5,,,,Germany,,,,,,4260031859442,,,,,,,
DE-DHF-31-22M,,Donnhoff,"Kreuznacher Krotenpfuhl Riesling Kabinett, Donnhoff",2022,1500,ml,3,,,122.5,,,,Germany,,,,,,4260031859084,,,,,,,
DE-DHF-31-24,,Donnhoff,"Kreuznacher Krotenpfuhl Riesling Kabinett, Donnhoff",2024,750,ml,12,,,202.50000000000003,,,,Germany,,,,,,4260031856045,,,,,,,
DE-DHF-33-22M,,Donnhoff,"Niederhauser Klamm Riesling Kabinett, Donnhoff",2022,1500,ml,3,,,126.5,,,,Germany,,,,,,4260031850661,,,,,,,
DE-DHF-33-23M,,Donnhoff,"Niederhauser Klamm Riesling Kabinett, Donnhoff",2023,1500,ml,3,,,128.5,,,,Germany,,,,,,4260031858506,,,,,,,
DE-DHF-33-24,,Donnhoff,"Niederhauser Klamm Riesling Kabinett, Donnhoff",2024,750,ml,12,,,208.5,,,,Germany,,,,,,4260031858506,,,,,,,
DE-DHF-40-22M,,Donnhoff,"Norheimer Kirschheck Riesling Spatlese, Donnhoff",2022,1500,ml,3,,,162.5,,,,Germany,,,,,,4260031859886,,,,,,,
DE-DHF-40-23M,,Donnhoff,"Norheimer Kirschheck Riesling Spatlese, Donnhoff",2023,1500,ml,3,,,162.5,,,,Germany,,,,,,4260031859886,,,,,,,
DE-DHF-40-24,,Donnhoff,"Norheimer Kirschheck Riesling Spatlese, Donnhoff",2024,750,ml,12,,,290.5,,,,Germany,,,,,,4260031857110,,,,,,,
DE-DHF-41-21M,,Donnhoff,"Oberhauser Brucke Riesling Spatlese, Donnhoff",2021,1500,ml,3,,,192.5,,,,Germany,,,,,,4260031859947,,,,,,,
DE-DHF-41-22M,,Donnhoff,"Oberhauser Brucke Riesling Spatlese, Donnhoff",2022,1500,ml,3,,,208.5,,,,Germany,,,,,,4260031859947,,,,,,,
DE-DHF-41-23M,,Donnhoff,"Oberhauser Brucke Riesling Spatlese, Donnhoff",2023,1500,ml,3,,,154.5,,,,Germany,,,,,,4260031859947,,,,,,,
DE-DHF-43-23,,Donnhoff,"Niederhauser Hermannshohle Riesling Spatlese, Donnhoff",2023,750,ml,12,,,396.50000000000006,,,,Germany,,,,,,4260031857257,,,,,,,
DE-DHF-43-23J,,Donnhoff,"Niederhauser Hermannshohle Riesling Spatlese, Donnhoff",2023,3000,ml,1,,,166.5,,,,Germany,,,,,,4260031851477,,,,,,,
DE-DHF-43-23M,,Donnhoff,"Niederhauser Hermannshohle Riesling Spatlese, Donnhoff",2023,1500,ml,3,,,228.5,,,,Germany,,,,,,4260031859404,,,,,,,
DE-DHF-43-24,,Donnhoff,"Niederhauser Hermannshohle Riesling Spatlese, Donnhoff",2024,750,ml,12,,,458.5,,,,Germany,,,,,,4260031857257,,,,,,,
DE-DHF-44-18M,,Donnhoff,"Schlossbockelheimer Felsenberg 'R' Riesling Spatlese, Donnhoff",2018,1500,ml,3,,,216.5,,,,Germany,,,,,,4260031855635,,,,,,,
DE-DHF-72-23,,Donnhoff,"Grauburgunder Trocken, Donnhoff",2023,750,ml,12,,,164.5,,,,Germany,,,,,,4260031859107,,,,,,,
DE-DHF-73-22,,Donnhoff,"Doppelstuck Weissburgunder & Grauburgunder, Donnhoff",2022,750,ml,12,,,228.5,,,,Germany,,,,,,4260031850227,,,,,,,
DE-DHF-73-23,,Donnhoff,"Doppelstuck Weissburgunder & Grauburgunder, Donnhoff",2023,750,ml,12,,,228.5,,,,Germany,,,,,,4260031853129,,,,,,,
DE-DHF-74-22,,Donnhoff,"Stuckfass Weissburgunder & Chardonnay, Donnhoff",2022,750,ml,12,,,228.5,,,,Germany,,,,,,14260031850132,,,,,,,
DE-DHF-74-23,,Donnhoff,"Stuckfass Weissburgunder & Chardonnay, Donnhoff",2023,750,ml,12,,,228.5,,,,Germany,,,,,,4260031853136,,,,,,,
DE-DHF-75-20,,Donnhoff,"Weissburgunder 'S', Donnhoff",2020,750,ml,6,,,136.5,,,,Germany,,,,,,,,,,,,,
DE-DHF-75-22,,Donnhoff,"Weissburgunder 'S', Donnhoff",2022,750,ml,6,,,150.5,,,,Germany,,,,,,4260031850074,,,,,,,
DE-DHF-75-23,,Donnhoff,"Weissburgunder 'S', Donnhoff",2023,750,ml,6,,,146.5,,,,Germany,,,,,,4260031853143,,,,,,,
DE-DHF-76-22,,Donnhoff,"Grauburgunder 'S', Donnhoff",2022,750,ml,6,,,150.5,,,,Germany,,,,,,4260031850142,,,,,,,
DE-DHF-76-23,,Donnhoff,"Grauburgunder 'S', Donnhoff",2023,750,ml,6,,,146.5,,,,Germany,,,,,,4260031853150,,,,,,,
DE-DHF-77-20,,Donnhoff,"Chardonnay 'S', Donnhoff",2020,750,ml,6,,,136.5,,,,Germany,,,,,,,,,,,,,
DE-DHF-77-22,,Donnhoff,"Chardonnay 'S', Donnhoff",2022,750,ml,6,,,150.5,,,,Germany,,,,,,4260031850272,,,,,,,
DE-DHF-77-23,,Donnhoff,"Chardonnay 'S', Donnhoff",2023,750,ml,6,,,146.5,,,,Germany,,,,,,4260031853167,,,,,,,
DE-DHF-78-23,,Donnhoff,"Sauvignon Blanc [White Label], Donnhoff",2023,750,ml,6,,,156.5,,,,Germany,,,,,,4260031851996,,,,,,,
DE-DHF-79-16,,Donnhoff,"Pinot Brut, Donnhoff",2016,750,ml,6,,,214.50000000000003,,,,Germany,,,,,,,,,,,,,
DE-DHF-79-17,,Donnhoff,"Pinot Brut, Donnhoff",2017,750,ml,6,,,204.5,,,,Germany,,,,,,,,,,,,,
DE-DHF-79-18,,Donnhoff,"Pinot Brut, Donnhoff",2018,750,ml,6,,,238.50000000000003,,,,Germany,,,,,,,,,,,,,
DE-DHF-79-19,,Donnhoff,"Pinot Brut, Donnhoff",2019,750,ml,6,,,238.50000000000003,,,,Germany,,,,,,,,,,,,,
DE-DHF-80-20,,Donnhoff,"Riesling Brut Nature, Donnhoff",2020,750,ml,6,,,276.5,,,,Germany,,,,,,,,,,,,,
DE-DHF-81-19,,Donnhoff,"Blanc de Blancs, Donnhoff",2019,750,ml,6,,,182.5,,,,Germany,,,,,,,,,,,,,
DE-DHF-90-19H,,Donnhoff,"Oberhauser Brucke Riesling BA, Donnhoff",2019,375,ml,3,,,150.5,,,,Germany,,,,,,4260031857981,,,,,,,
DE-DHF-99-20,,Donnhoff,"Oberhauser Brucke Riesling Eiswein [Goldkapsel], Donnhoff",2020,750,ml,3,,,990.4999999999999,,,,Germany,,,,,,4260031850166,,,,,,,
DE-DRT-03-23L,,Darting,"Durkheimer Fronhof Riesling Kabinett Trocken, Darting",2023,1000,ml,12,,,122.5,,,,Germany,,,,,,4032027010119,,,,,,,
DE-DRT-30-23L,,Darting,"Durkheimer Nonnengarten Riesling Kabinett, Darting",2023,1000,ml,12,,,124.5,,,,Germany,,,,,,4032027030803,,,,,,,
DE-DRT-73-23,,Darting,"Durkheimer Nonnengarten Gewurztraminer Kabinett, Darting",2023,750,ml,12,,,128.5,,,,Germany,,,,,,4032027240813,,,,,,,
DE-DRT-78-22,,Darting,"Pinot Blanc Sekt, Darting ",2022,750,ml,12,,,244.5,,,,Germany,,,,,,,,,,,,,
DE-DTL-03-22,,Weingut Dautel,"Riesling Trocken Bonnigheim Gipskeuper, Dautel",2022,750,ml,12,,,192.5,,,,Germany,,,,,,4260340291193,,,,,,,
DE-DTL-40-23,,Weingut Dautel,"Estate Trollinger, Dautel",2023,750,ml,12,,,138.5,,,,Germany,,,,,,4260340291070,,,,,,,
DE-DTL-60-23,,Weingut Dautel,"Estate Pinot Noir, Dautel",2023,750,ml,12,,,158.5,,,,Germany,,,,,,4260340291124,,,,,,,
DE-DTL-61-22,,Weingut Dautel,"Cleebron Spatburgunder, Dautel",2022,750,ml,12,,,228.5,,,,Germany,,,,,,,,,,,,,
DE-DTL-61-23,,Weingut Dautel,"Cleebron Spatburgunder, Dautel",2023,750,ml,12,,,196.5,,,,Germany,,,,,,4260340291131,,,,,,,
DE-DTL-62-21,,Weingut Dautel,"Bonnigheimer Sonnenberg Spatburgunder, Dautel",2021,750,ml,12,,,294.5,,,,Germany,,,,,,4260340291148,,,,,,,
DE-DTL-62-22,,Weingut Dautel,"Bonnigheimer Sonnenberg Spatburgunder, Dautel",2022,750,ml,12,,,364.5,,,,Germany,,,,,,,,,,,,,
DE-DTL-65-22,,Weingut Dautel,"Forstberg Spatburgunder Grosses Gewachs, Dautel",2022,750,ml,6,,,320.5,,,,Germany,,,,,,4260340291162,,,,,,,
DE-DTL-66-21,,Weingut Dautel,"Bonnigheimer Schupen Spatburgunder Grosses Gewachs, Dautel",2021,750,ml,6,,,264.5,,,,Germany,,,,,,4260340291155,,,,,,,
DE-DTL-66-22,,Weingut Dautel,"Bonnigheimer Schupen Spatburgunder Grosses Gewachs, Dautel",2022,750,ml,6,,,320.5,,,,Germany,,,,,,4260340291162,,,,,,,
DE-DTL-71-22,,Weingut Dautel,"Besigheimer Niedernberg Chardonnay, Dautel",2022,750,ml,6,,,274.5,,,,Germany,,,,,,4260340291087,,,,,,,
DE-DTL-73-22,,Weingut Dautel,"Bonnigheimer Sonnenberg Chardonnay, Dautel",2022,750,ml,12,,,300.5,,,,Germany,,,,,,4260340291117,,,,,,,
DE-DTL-73-23,,Weingut Dautel,"Bonnigheimer Sonnenberg Chardonnay, Dautel",2023,750,ml,12,,,294.5,,,,Germany,,,,,,4260340291117,,,,,,,
DE-DTL-76-22,,Weingut Dautel,"Riesling Sekt, Dautel",2022,750,ml,12,,,200.5,,,,Germany,,,,,,4260340290981,,,,,,,
DE-DTL-77-19,,Weingut Dautel,"Pinot Sekt Brut Nature, Dautel",2019,750,ml,12,,,280.5,,,,Germany,,,,,,1818,,,,,,,
DE-FIO-01-21,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Fabelhaft', Fio",2021,750,ml,12,,,110.5,,,,Germany,,,,,,4041712000250,,,,,,,
DE-FIO-01-22,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Fabelhaft', Fio",2022,750,ml,12,,,116.5,,,,Germany,,,,,,4041712000267,,,,,,,
DE-FIO-02-20,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Ratzelhaft', Fio",2020,750,ml,12,,,116.5,,,,Germany,,,,,,4041712018156,,,,,,,
DE-FIO-03-19,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Teppo', Fio",2019,750,ml,12,,,148.5,,,,Germany,,,,,,4041712019191,,,,,,,
DE-FIO-03-20,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Teppo', Fio",2020,750,ml,12,,,154.5,,,,Germany,,,,,,4041712020197,,,,,,,
DE-FIO-04-19,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Socalcos', Fio",2019,750,ml,12,,,160.5,,,,Germany,,,,,,4041712019214,,,,,,,
DE-FIO-04-20,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Socalcos', Fio",2020,750,ml,12,,,166.5,,,,Germany,,,,,,4041712020210,,,,,,,
DE-FIO-06-15,,Weinhandel Petra Kettern (Fio),"Riesling [Trocken] 'Fio', Fio",2015,750,ml,6,,,246.50000000000003,,,,Germany,,,,,,4041712015179,,,,,,,
DE-FIO-07-24,,Weinhandel Petra Kettern (Fio),"'Glou Glou' Orange, Fio [Orange]",2024,750,ml,12,,,158.5,,,,Germany,,,,,,4041712024225,,,,,,,
DE-FIO-08-22,,Weinhandel Petra Kettern (Fio),"'Jo Jo' Orange, Fio [Orange]",2022,750,ml,12,,,216.5,,,,Germany,,,,,,4041712022184,,,,,,,
DE-FIO-09-NVL,,Weinhandel Petra Kettern (Fio),"NatCool Riesling, Fio",NV,1000,ml,12,,,168.5,,,,Germany,,,,,,4041712021163,,,,,,,
DE-FIO-10-NV,,Weinhandel Petra Kettern (Fio),"Alcohol Free 'Fabelhaft' [NA], Fio",NV,750,ml,12,,,120.5,,,,Germany,,,,,,4041712000304,,,,,,,
DE-FIO-16-17,,Weinhandel Petra Kettern (Fio),"Goldtropfchen Riesling Trocken, Fio ",2017,750,ml,6,,,382.5,,,,Germany,,,,,,4041712017234,,,,,,,
DE-FIO-18-NV,,Weinhandel Petra Kettern (Fio),"Ururabo [Flor], Fio",NV,750,ml,6,,,192.5,,,,Germany,,,,,,4041712021279,,,,,,,
DE-FIO-30-19,,Weinhandel Petra Kettern (Fio),"Riesling 'Cabi Sehr Nett', Fio",2019,750,ml,6,,,148.5,,,,Germany,,,,,,4041712019139,,,,,,,
DE-FIO-60-NV,,Weinhandel Petra Kettern (Fio),"Rose Alcohol Free 'Fabelhaft' [NA], Fio",NV,750,ml,12,,,120.5,,,,Germany,,,,,,4041712000328,,,,,,,
DE-FIO-70-NV,,Weinhandel Petra Kettern (Fio),"Pet-Nat 'Piu Piu', Fio [Pet Nat]",NV,750,ml,12,,,198.50000000000003,,,,Germany,,,,,,4041712000120,,,,,,,
DE-FIO-71-NV,,Weinhandel Petra Kettern (Fio),"Pet-Nat 'Piu Piu' Rose, Fio [Pet Nat]",NV,750,ml,12,,,198.50000000000003,,,,Germany,,,,,,4041712000137,,,,,,,
DE-GBR-01-22,,Weingut Georg Breuer,"GB Sauvage Riesling Trocken, Georg Breuer",2022,750,ml,12,,,144.5,,,,Germany,,,,,,4019222422206,,,,,,,
DE-GBR-01-23,,Weingut Georg Breuer,"GB Sauvage Riesling Trocken, Georg Breuer",2023,750,ml,12,,,176.5,,,,Germany,,,,,,4019222422206,,,,,,,
DE-GBR-10-22,,Weingut Georg Breuer,"Rudesheim Estate Riesling Trocken, Georg Breuer",2022,750,ml,12,,,196.5,,,,Germany,,,,,,4019222422046,,,,,,,
DE-GBR-10-23,,Weingut Georg Breuer,"Rudesheim Estate Riesling Trocken, Georg Breuer",2023,750,ml,12,,,234.50000000000003,,,,Germany,,,,,,4019222422046,,,,,,,
DE-GBR-11-23,,Weingut Georg Breuer,"Rauenthal Estate Riesling Trocken, Georg Breuer",2023,750,ml,12,,,208.5,,,,Germany,,,,,,4019222423067,,,,,,,
DE-GBR-12-22,,Weingut Georg Breuer,"Lorch Riesling Trocken, Georg Breuer ",2022,750,ml,12,,,196.5,,,,Germany,,,,,,4019222422084,,,,,,,
DE-GBR-12-23,,Weingut Georg Breuer,"Lorch Riesling Trocken, Georg Breuer ",2023,750,ml,12,,,234.50000000000003,,,,Germany,,,,,,4019222422084,,,,,,,
DE-GBR-14-22,,Weingut Georg Breuer,"Rudesheimer Berg Rottland Riesling, Georg Breuer",2022,750,ml,6,,,348.5,,,,Germany,,,,,,4019222403076,,,,,,,
DE-GBR-14-23,,Weingut Georg Breuer,"Rudesheimer Berg Rottland Riesling, Georg Breuer",2023,750,ml,6,,,360.5,,,,Germany,,,,,,4019222403076,,,,,,,
DE-GBR-14-23M,,Weingut Georg Breuer,"Rudesheimer Berg Rottland Riesling, Georg Breuer",2023,1500,ml,3,,,454.5,,,,Germany,,,,,,4019222623054,,,,,,,
DE-GBR-16-21,,Weingut Georg Breuer,"Lorch Pfaffenwies Riesling Trocken, Georg Breuer",2021,750,ml,6,,,336.5,,,,Germany,,,,,,,,,,,,,
DE-GBR-16-22,,Weingut Georg Breuer,"Lorch Pfaffenwies Riesling Trocken, Georg Breuer",2022,750,ml,6,,,348.5,,,,Germany,,,,,,,,,,,,,
DE-GBR-16-23,,Weingut Georg Breuer,"Lorch Pfaffenwies Riesling Trocken, Georg Breuer",2023,750,ml,6,,,360.5,,,,Germany,,,,,,,,,,,,,
DE-GBR-17-19M,,Weingut Georg Breuer,"Terra Montosa Riesling Trocken, Georg Breuer",2019,1500,ml,6,,,320.5,,,,Germany,,,,,,P,,,,,,,
DE-GBR-17-21,,Weingut Georg Breuer,"Terra Montosa Riesling Trocken, Georg Breuer",2021,750,ml,6,,,168.5,,,,Germany,,,,,,P,,,,,,,
DE-GBR-17-22,,Weingut Georg Breuer,"Terra Montosa Riesling Trocken, Georg Breuer",2022,750,ml,6,,,186.5,,,,Germany,,,,,,P,,,,,,,
DE-GBR-18-22,,Weingut Georg Breuer,"Rauenthal Nonnenberg [Monopol] Riesling Trocken, Georg Breuer",2022,750,ml,6,,,444.50000000000006,,,,Germany,,,,,,P,,,,,,,
DE-GBR-18-23,,Weingut Georg Breuer,"Rauenthal Nonnenberg [Monopol] Riesling Trocken, Georg Breuer",2023,750,ml,6,,,444.50000000000006,,,,Germany,,,,,,P,,,,,,,
DE-GBR-19-23,,Weingut Georg Breuer,"Rudesheimer Berg Schlossberg Riesling, Georg Breuer",2023,750,ml,6,,,570.5,,,,Germany,,,,,,4019222423012,,,,,,,
DE-GBR-20-21,,Weingut Georg Breuer,"GB Charm Riesling [Off-Dry], Georg Breuer",2021,750,ml,12,,,136.5,,,,Germany,,,,,,4019222421223,,,,,,,
DE-GBR-60-23,,Weingut Georg Breuer,"GB Rouge Spatburgunder [Strapped], Georg Breuer",2023,750,ml,12,,,248.5,,,,Germany,,,,,,P,,,,,,,
DE-GBR-71-21,,Weingut Georg Breuer,"Riesling Brut, Georg Breuer",2021,750,ml,6,,,120.5,,,,Germany,,,,,,4019222421285,,,,,,,
DE-HEX-01-23,,Weingut Hexamer,"Riesling Trocken, Hexamer",2023,750,ml,12,,,148.5,,,,Germany,,,,,,7477365473924,,,,,,,
DE-HEX-04-22,,Weingut Hexamer,"Meddersheimer Rheingrafenberg Eisendell Riesling, Hexamer",2022,750,ml,12,,,152.5,,,,Germany,,,,,,747736547194,,,,,,,
DE-HEX-05-21,,Weingut Hexamer,"Meddersheimer Rheingrafenberg Riesling 'No. 1' Trocken, Hexamer",2021,750,ml,12,,,228.5,,,,Germany,,,,,,747736545190,,,,,,,
DE-HEX-30-23,,Weingut Hexamer,"Meddersheimer Altenberg Riesling Kabinett, Hexamer",2023,750,ml,12,,,172.5,,,,Germany,,,,,,7477365472866,,,,,,,
DE-HEX-31-23,,Weingut Hexamer,"Riesling 'Quarzit', Hexamer",2023,750,ml,12,,,148.5,,,,Germany,,,,,,7477365472620,,,,,,,
DE-HEX-31-24,,Weingut Hexamer,"Riesling 'Quarzit', Hexamer",2024,750,ml,12,,,152.5,,,,Germany,,,,,,7477365472620,,,,,,,
DE-HEX-40-12,,Weingut Hexamer,"Meddersheimer Rheingrafenberg Riesling Spatlese, Hexamer",2012,750,ml,12,,,316.5,,,,Germany,,,,,,747736547323,,,,,,,
DE-HEX-40-23,,Weingut Hexamer,"Meddersheimer Rheingrafenberg Riesling Spatlese, Hexamer",2023,750,ml,12,,,214.50000000000003,,,,Germany,,,,,,7477365473238,,,,,,,
DE-HEX-71-20,,Weingut Hexamer,"Grauburgunder 'vom Porphyr' Trocken, Hexamer",2020,750,ml,12,,,138.5,,,,Germany,,,,,,,,,,,,,
DE-HEX-89-18H,,Weingut Hexamer,"Spatburgunder Weissherbst BA, Hexamer",2018,375,ml,6,,,202.50000000000003,,,,Germany,,,,,,7477365450840,,,,,,,
DE-JHS-30-23,,J & H Selbach,"Saar Riesling Kabinett, J&H Selbach",2023,750,ml,12,,,126.5,,,,Germany,,,,,,717215003640,,,,,,,
DE-JHS-31-23,,J & H Selbach,"Piesporter Michelsberg Riesling Kabinett, J&H Selbach",2023,750,ml,12,,,104.5,,,,Germany,,,,,,717215000694,,,,,,,
DE-JHS-40-23,,J & H Selbach,"Saar Riesling Spatlese, J&H Selbach",2023,750,ml,12,,,144.5,,,,Germany,,,,,,717215002780,,,,,,,
DE-JHS-40-24,,J & H Selbach,"Saar Riesling Spatlese, J&H Selbach",2024,750,ml,12,,,144.5,,,,Germany,,,,,,,,,,,,,
DE-JHS-80-NV,,J & H Selbach,"'Funkelwurtz Zero' [NA], J&H Selbach",NV,750,ml,12,,,110.5,,,,Germany,,,,,,747736544728,,,,,,,
DE-KNW-01-23,,Weingut Knewitz,"Riesling Trocken, Knewitz",2023,750,ml,12,,,156.5,,,,Germany,,,,,,4260291310059,,,,,,,
DE-KNW-01-24,,Weingut Knewitz,"Riesling Trocken, Knewitz",2024,750,ml,12,,,182.5,,,,Germany,,,,,,4260291310059,,,,,,,
DE-KNW-02-22,,Weingut Knewitz,"Appenheim Riesling Trocken, Knewitz",2022,750,ml,12,,,250.50000000000003,,,,Germany,,,,,,4260291310127,,,,,,,
DE-KNW-03-22,,Weingut Knewitz,"Nieder-Hilbersheim Riesling Trocken, Knewitz",2022,750,ml,12,,,250.50000000000003,,,,Germany,,,,,,4260291310905,,,,,,,
DE-KNW-03-23,,Weingut Knewitz,"Nieder-Hilbersheim Riesling Trocken, Knewitz",2023,750,ml,12,,,306.5,,,,Germany,,,,,,4260291310905,,,,,,,
DE-KNW-13-22,,Weingut Knewitz,"Goldberg Erste Lage Riesling Trocken, Knewitz",2022,750,ml,12,,,266.5,,,,Germany,,,,,,4260291310172,,,,,,,
DE-KNW-70-23,,Weingut Knewitz,"Gruner Silvaner Trocken, Knewitz",2023,750,ml,12,,,154.5,,,,Germany,,,,,,4260291310066,,,,,,,
DE-KNW-75-22,,Weingut Knewitz,"Chardonnay Trocken, Knewitz",2022,750,ml,12,,,302.5,,,,Germany,,,,,,4260291310950,,,,,,,
DE-KNW-75-23,,Weingut Knewitz,"Chardonnay Trocken, Knewitz",2023,750,ml,12,,,352.5,,,,Germany,,,,,,4260291310950,,,,,,,
DE-KRF-01-24,,Weingut Kruger-Rumpf,"Estate Riesling Trocken, Kruger-Rumpf",2024,750,ml,12,,,134.5,,,,Germany,,,,,,4024831702144,,,,,,,
